CustomerID,total_transactions,total_products,total_unique_products,total_sales,avg_product_value,avg_cart_value,min_cart_value,max_cart_value
12446,1,58,58,1002.3100000000001,17.281206896551726,1002.3100000000001,1002.3100000000001,1002.3100000000001
12447,1,26,26,476.49,18.326538461538462,476.49,476.49,476.49
12448,1,22,22,449.45,20.429545454545455,449.45,449.45,449.45
12449,4,191,118,4067.29,21.294712041884818,1016.8225,777.95,1342.71
12450,2,8,7,197.88,24.735,98.94,96.0,101.88
12451,6,355,265,8933.52,25.164845070422537,1488.92,-102.0,2919.5099999999998
12452,3,23,21,428.57,18.633478260869566,142.85666666666665,-2.0,350.57
12453,1,43,43,707.09,16.443953488372095,707.09,707.09,707.09
12454,2,30,15,5.684341886080802e-14,1.8947806286936005e-15,2.2737367544323206e-13,-3528.3399999999997,3528.34
12455,6,90,85,2466.86,27.409555555555556,411.1433333333334,15.0,1683.9
12456,4,129,105,3153.89,24.44875968992248,788.4725,-27.15,1325.23
12457,12,68,53,1917.78,28.20264705882353,159.815,-196.35,743.28
12458,2,38,35,947.4,24.931578947368422,473.70000000000005,441.92,505.48
12461,2,35,35,826.88,23.62514285714286,413.44,200.0,626.88
12462,4,72,51,1124.01,15.61125,281.0025,-44.78,762.11
12463,7,88,66,1303.63,14.813977272727273,186.23285714285717,-29.749999999999996,358.99
12464,8,29,6,1212.05,41.79482758620689,151.50625,34.0,281.9
12465,3,51,46,733.89,14.39,244.63,-8.3,440.94
12468,3,40,36,724.0400000000001,18.101000000000003,241.3466666666667,-5.5,508.95000000000005
12471,49,531,152,18740.92,35.29363465160075,382.46775510204077,-300.65,2238.5099999999998
12472,13,391,226,6229.48,15.932173913043478,479.19076923076926,-122.3,1631.3
12473,9,179,140,2848.23,15.911899441340783,316.47,-973.4000000000001,1697.98
12474,30,457,253,7116.47,15.572144420131291,237.21566666666666,-51.0,806.47
12475,1,36,36,723.38,20.093888888888888,723.38,723.38,723.38
12476,20,264,177,6546.58,24.797651515151514,327.329,-98.75,1750.46
12477,9,308,192,13117.01,42.58769480519481,1457.4455555555555,-93.17999999999999,4257.0599999999995
12478,1,36,36,680.99,18.91638888888889,680.99,680.99,680.99
12479,3,35,31,477.3,13.637142857142857,159.10000000000002,-35.0,527.2
12480,4,154,129,3281.63,21.309285714285714,820.4075,557.6800000000001,1136.6799999999998
12481,11,218,150,5590.86,25.646146788990823,508.26000000000005,-5.46,1307.76
12483,13,81,46,2327.13,28.73,179.01000000000002,-80.0,547.56
12484,8,350,256,4495.27,12.843628571428573,561.90875,-36.5,1246.49
12488,3,55,46,1298.66,23.612000000000002,432.8866666666667,214.06,553.39
12489,1,15,15,334.93,22.328666666666667,334.93,334.93,334.93
12490,10,245,131,5417.93,22.114,541.793,331.5,1035.82
12491,1,26,25,460.40000000000003,17.70769230769231,460.40000000000003,460.40000000000003,460.40000000000003
12492,2,20,19,263.21000000000004,13.160500000000003,131.60500000000002,126.39000000000001,136.82
12493,3,23,20,416.79,18.121304347826086,138.93,-16.95,232.5
12494,13,84,63,1139.3500000000001,13.563690476190478,87.6423076923077,-57.8,403.09000000000003
12497,1,14,14,1043.1,74.50714285714285,1043.1,1043.1,1043.1
12498,3,23,21,403.70000000000005,17.55217391304348,134.56666666666666,30.450000000000003,247.25
12500,13,65,34,4206.27,64.71184615384617,323.5592307692308,-29.9,1096.65
12501,2,160,149,2089.68,13.0605,1044.84,-79.71000000000001,2169.39
12502,5,147,102,3723.87,25.332448979591835,744.774,522.6,1092.35
12503,1,1,1,-1126.0,-1126.0,-1126.0,-1126.0,-1126.0
12504,4,15,6,114.0,7.6,28.5,-335.4,449.4
12505,1,1,1,-4.5,-4.5,-4.5,-4.5,-4.5
12506,1,23,23,73.5,3.1956521739130435,73.5,73.5,73.5
12507,4,23,19,1258.06,54.69826086956522,314.515,-46.75,811.9
12508,2,69,57,398.27,5.772028985507246,199.135,123.08,275.19
12509,1,7,7,176.5,25.214285714285715,176.5,176.5,176.5
12510,2,33,29,982.5699999999999,29.774848484848484,491.28499999999997,301.52,681.05
12512,2,34,31,138.03,4.059705882352941,69.015,15.7,122.33
12513,2,36,35,586.79,16.299722222222222,293.395,-25.5,612.29
12514,1,51,51,1017.68,19.954509803921567,1017.68,1017.68,1017.68
12515,1,16,16,383.7,23.98125,383.7,383.7,383.7
12516,2,26,20,1312.06,50.46384615384615,656.03,583.2,728.86
12517,6,286,232,2464.89,8.618496503496504,410.815,-37.949999999999996,771.75
12518,5,124,84,2056.89,16.58782258064516,411.378,324.83,524.9
12519,1,18,17,340.84,18.935555555555553,340.84,340.84,340.84
12520,6,155,121,2582.51,16.66135483870968,430.41833333333335,-51.75,987.42
12521,1,38,38,599.68,15.781052631578946,599.68,599.68,599.68
12522,2,12,11,192.72,16.06,96.36,89.4,103.32
12523,13,110,84,1745.57,15.868818181818181,134.27461538461537,-25.0,262.42
12524,8,144,113,4485.72,31.150833333333335,560.7149999999999,289.1,1094.33
12526,3,71,64,1316.66,18.54450704225352,438.8866666666666,277.08,520.3
12527,3,18,18,348.71000000000004,19.37277777777778,116.23666666666668,63.790000000000006,152.4
12528,8,95,50,1922.28,20.234526315789473,240.285,-6.2,493.53000000000003
12530,5,68,51,1623.63,23.876911764705884,324.726,-38.650000000000006,440.63
12531,1,17,17,125.22,7.365882352941177,125.22,125.22,125.22
12532,1,16,16,349.83000000000004,21.864375000000003,349.83000000000004,349.83000000000004,349.83000000000004
12534,1,63,63,1089.18,17.28857142857143,1089.18,1089.18,1089.18
12535,2,34,28,716.35,21.069117647058825,358.17499999999995,344.9,371.45
12536,5,273,260,4106.82,15.043296703296702,821.3639999999998,-8322.12,4279.71
12538,1,21,21,363.95,17.33095238095238,363.95,363.95,363.95
12539,5,274,158,3852.5,14.06021897810219,770.5,-1715.85,1715.85
12540,19,481,278,13309.039999999999,27.669521829521827,700.4757894736841,-65.69999999999999,1380.11
12541,3,52,46,981.18,18.868846153846153,327.06,223.74,445.03999999999996
12544,2,20,19,355.7,17.785,177.85,-17.0,372.7
12545,2,50,42,1000.39,20.0078,500.195,372.24,628.15
12546,3,70,59,1141.5,16.307142857142857,380.5,-20.0,760.2
12547,2,8,7,207.79999999999998,25.974999999999998,103.9,48.4,159.4
12548,1,5,5,95.19999999999999,19.04,95.19999999999999,95.19999999999999,95.19999999999999
12550,1,57,57,964.83,16.92684210526316,964.83,964.83,964.83
12551,1,10,10,168.0,16.8,168.0,168.0,168.0
12552,2,20,20,437.82,21.891,218.91,120.0,317.82
12553,14,196,95,3652.25,18.633928571428573,260.875,-19.799999999999997,700.31
12556,2,121,100,603.71,4.989338842975207,301.855,290.81,312.9
12557,5,33,15,11990.960000000001,363.36242424242425,2398.192,620.0,4146.34
12558,2,22,11,1.0658141036401503e-14,4.844609562000683e-16,0.0,-269.96,269.96
12559,3,22,21,536.21,24.37318181818182,178.73666666666668,-25.5,486.11
12560,4,111,92,2101.39,18.93144144144144,525.3475,-32.620000000000005,1292.31
12561,1,16,16,238.85,14.928125,238.85,238.85,238.85
12562,7,168,99,3781.7400000000002,22.510357142857146,540.2485714285714,388.64,654.37
12564,1,21,21,456.9,21.757142857142856,456.9,456.9,456.9
12565,2,10,9,131.17,13.116999999999999,65.585,-14.75,145.92
12566,2,20,19,346.7,17.335,173.35,-4.95,351.65
12567,11,463,323,9114.94,19.686695464362852,828.6309090909091,-286.34000000000003,1650.1
12569,35,191,92,4064.9900000000002,21.282670157068065,116.14257142857143,-23.700000000000003,348.68
12571,2,34,31,519.61,15.28264705882353,259.805,248.35,271.26
12572,3,62,53,1004.72,16.205161290322582,334.9066666666667,-15.7,532.74
12573,1,28,26,160.54000000000002,5.733571428571429,160.54000000000002,160.54000000000002,160.54000000000002
12574,1,11,11,218.45,19.85909090909091,218.45,218.45,218.45
12576,6,89,72,1306.98,14.685168539325844,217.83,-8.850000000000001,379.28
12577,4,148,137,595.4,4.022972972972973,148.85,-62.400000000000006,327.89
12578,4,120,112,2753.36,22.944666666666667,688.34,-33.5,1608.66
12579,3,31,29,410.72,13.249032258064517,136.90666666666667,-18.0,440.42
12580,1,24,24,415.7,17.320833333333333,415.7,415.7,415.7
12581,1,15,15,197.71,13.180666666666667,197.71,197.71,197.71
12582,2,22,21,511.36,23.243636363636366,255.68,205.16,306.2
12583,18,251,115,7187.34,28.634820717131475,399.2966666666667,-60.839999999999996,855.86
12584,18,126,44,1893.95,15.031349206349207,105.21944444444445,-108.24999999999999,463.63
12585,4,97,77,1982.81,20.441340206185565,495.7025,-56.04,1262.85
12586,2,12,12,179.94000000000003,14.995000000000003,89.97000000000001,-17.0,196.94000000000003
12587,1,4,4,144.0,36.0,144.0,144.0,144.0
12588,1,10,10,214.89999999999998,21.49,214.89999999999998,214.89999999999998,214.89999999999998
12589,2,35,29,646.68,18.47657142857143,323.34000000000003,131.5,515.1800000000001
12590,3,70,68,9861.38,140.87685714285712,3287.126666666667,-2.88,9341.26
12591,1,26,26,452.84999999999997,17.41730769230769,452.84999999999997,452.84999999999997,452.84999999999997
12592,2,18,11,437.6,24.311111111111114,218.8,205.8,231.8
12593,3,21,14,418.09999999999997,19.909523809523808,139.36666666666667,85.8,236.0
12594,11,119,50,3320.2200000000003,27.901008403361345,301.83818181818185,-18.0,722.4000000000001
12596,2,27,25,618.27,22.898888888888887,309.135,269.95,348.32
12597,5,214,184,3683.13,17.21088785046729,736.626,-128.09,2176.45
12598,9,133,84,3002.68,22.57654135338346,333.63111111111107,-20.4,720.86
12599,7,62,32,1032.58,16.654516129032256,147.51142857142855,78.6,201.86
12600,11,65,32,2581.04,39.70830769230769,234.64,-18.0,427.94000000000005
12601,6,29,21,569.5600000000001,19.64,94.92666666666666,-7.5,144.26
12602,1,12,12,153.12,12.76,153.12,153.12,153.12
12603,1,3,3,739.1999999999999,246.39999999999998,739.1999999999999,739.1999999999999,739.1999999999999
12604,2,16,15,254.18,15.88625,127.09,75.68,178.5
12605,1,3,3,-7.5,-2.5,-7.5,-7.5,-7.5
12607,2,202,101,3.552713678800501e-15,1.75876914792104e-17,0.0,-1579.51,1579.51
12609,3,60,57,1126.85,18.78083333333333,375.6166666666666,287.93,512.8
12610,7,111,85,2057.99,18.54045045045045,293.9985714285714,-30.0,946.75
12611,1,65,65,1193.32,18.35876923076923,1193.32,1193.32,1193.32
12612,2,21,19,643.59,30.64714285714286,321.795,-60.45,704.0400000000001
12613,6,163,124,3218.98,19.748343558282208,536.4966666666667,-125.4,1881.8600000000001
12614,1,20,20,315.6,15.780000000000001,315.6,315.6,315.6
12615,4,105,82,2291.19,21.820857142857143,572.7975,422.85,656.95
12616,5,36,25,657.25,18.256944444444443,131.45,-29.849999999999998,457.7
12617,1,42,39,355.53,8.465,355.53,355.53,355.53
12618,1,11,11,177.31,16.11909090909091,177.31,177.31,177.31
12619,13,95,50,3214.81,33.840105263157895,247.2930769230769,-389.68,688.0
12620,3,92,89,1339.41,14.558804347826088,446.46999999999997,377.66,561.66
12621,23,474,261,13612.07,28.717447257383967,591.8291304347825,-55.85000000000001,1209.8
12622,1,11,11,180.1,16.37272727272727,180.1,180.1,180.1
12623,1,18,18,305.1,16.950000000000003,305.1,305.1,305.1
12624,2,38,36,641.13,16.87184210526316,320.565,299.94,341.19
12625,3,91,74,2614.32,28.72879120879121,871.4399999999999,-69.5,1716.62
12626,13,307,232,6388.35,20.808957654723127,491.4115384615385,-110.1,1377.55
12627,7,230,162,4478.53,19.47186956521739,639.79,72.0,1183.72
12628,4,43,34,769.61,17.897906976744185,192.4025,-16.85,333.64
12630,2,64,60,1270.88,19.8575,635.44,569.09,701.79
12631,1,31,31,640.5,20.661290322580644,640.5,640.5,640.5
12633,5,103,73,2140.63,20.782815533980585,428.12600000000003,-23.35,1012.82
12635,2,101,96,1689.18,16.724554455445546,844.5899999999999,683.64,1005.54
12637,10,394,205,5953.25,15.10977157360406,595.325,-54.0,1516.68
12638,1,39,39,671.69,17.222820512820515,671.69,671.69,671.69
12639,1,22,22,486.1,22.095454545454547,486.1,486.1,486.1
12640,3,53,47,1174.58,22.16188679245283,391.5266666666667,77.76,764.59
12641,1,10,10,185.9,18.59,185.9,185.9,185.9
12642,3,47,39,1013.26,21.558723404255318,337.75333333333333,291.96000000000004,366.45
12643,6,24,11,3344.64,139.35999999999999,557.44,202.48000000000002,1202.22
12644,1,31,31,477.91,15.416451612903227,477.91,477.91,477.91
12645,5,74,58,1755.38,23.721351351351352,351.076,-19.799999999999997,511.96000000000004
12646,2,45,43,1346.97,29.932666666666666,673.4849999999999,615.28,731.6899999999999
12647,13,128,79,3669.92,28.67125,282.3015384615385,-52.9,596.8
12648,1,21,21,318.05,15.145238095238096,318.05,318.05,318.05
12649,4,33,30,603.71,18.294242424242427,150.9275,-19.799999999999997,375.0
12650,1,20,20,314.44,15.722,314.44,314.44,314.44
12651,1,9,9,114.0,12.666666666666666,114.0,114.0,114.0
12652,2,51,48,914.53,17.931960784313723,457.265,-5.45,919.98
12653,2,43,37,2209.85,51.391860465116274,1104.925,779.1,1430.75
12654,5,38,31,601.98,15.841578947368422,120.396,48.099999999999994,171.23000000000002
12656,8,130,89,3982.72,30.636307692307692,497.84,-38.25,1161.07
12657,5,56,35,1152.06,20.572499999999998,230.41199999999998,-491.12,618.44
12658,1,36,36,686.05,19.056944444444444,686.05,686.05,686.05
12659,1,5,5,91.68,18.336000000000002,91.68,91.68,91.68
12660,1,13,13,245.1,18.853846153846153,245.1,245.1,245.1
12662,12,232,129,3817.08,16.45293103448276,318.09,-32.699999999999996,521.62
12664,10,38,10,4863.88,127.99684210526316,486.38800000000003,-18.0,890.0
12665,2,4,3,61.75,15.4375,30.875,-1.25,63.0
12666,1,2,2,-227.44,-113.72,-227.44,-227.44,-227.44
12667,1,33,33,620.13,18.791818181818183,620.13,620.13,620.13
12668,6,168,115,3743.18,22.280833333333334,623.8633333333333,-34.8,1444.8
12669,4,102,98,1607.73,15.762058823529411,401.9325,-1136.3,1136.3
12670,6,94,58,2986.15,31.767553191489363,497.6916666666666,-9.9,696.12
12672,1,10,10,225.89999999999998,22.589999999999996,225.89999999999998,225.89999999999998,225.89999999999998
12673,2,42,42,610.52,14.536190476190475,305.26,220.9,389.62
12674,7,91,52,1919.31,21.09131868131868,274.1871428571429,-30.0,586.74
12676,6,45,33,1331.39,29.586444444444446,221.89833333333334,121.55,509.5
12678,13,167,105,17588.26,105.31892215568861,1352.943076923077,-40.2,8895.76
12679,9,56,45,1058.67,18.90482142857143,117.63000000000001,-37.25,794.06
12680,4,52,33,862.81,16.592499999999998,215.7025,112.38,311.78
12681,27,646,267,13677.59,21.172739938080497,506.5774074074074,-54.0,1238.06
12682,31,525,209,12288.22,23.406133333333333,396.3941935483871,99.6,835.11
12683,20,362,177,8221.09,22.710193370165747,411.0545,-115.47,1130.95
12684,7,105,61,2283.63,21.748857142857144,326.23285714285714,30.0,489.1
12685,6,157,117,2863.08,18.236178343949042,477.18,222.60000000000002,1057.18
12686,1,7,7,89.14,12.734285714285715,89.14,89.14,89.14
12688,1,171,171,4873.8099999999995,28.501812865497072,4873.8099999999995,4873.8099999999995,4873.8099999999995
12689,2,72,57,1247.61,17.327916666666667,623.805,511.03,736.5799999999999
12690,1,16,16,389.01,24.313125,389.01,389.01,389.01
12691,6,32,21,1035.8,32.36875,172.63333333333333,36.0,303.1
12693,6,41,35,830.96,20.267317073170734,138.49333333333334,-15.0,239.85
12694,2,37,32,869.67,23.504594594594593,434.83500000000004,430.17,439.5
12695,4,27,23,582.1,21.55925925925926,145.525,85.1,244.65
12697,5,43,37,939.02,21.83767441860465,187.804,-9.899999999999999,390.5
12700,6,270,193,4867.99,18.029592592592593,811.3316666666666,-36.0,1476.19
12701,2,53,50,797.71,15.051132075471699,398.855,337.08,460.63
12702,1,12,12,219.0,18.25,219.0,219.0,219.0
12703,2,22,21,274.7,12.486363636363636,137.35,-8.850000000000001,283.55
12704,10,90,64,2220.84,24.676000000000002,222.084,-80.0,561.28
12705,14,348,228,6814.24,19.581149425287357,486.7314285714286,-37.25,1321.25
12707,1,33,33,603.42,18.285454545454545,603.42,603.42,603.42
12708,16,174,86,2616.32,15.036321839080461,163.51999999999998,-35.14,403.83
12709,26,257,103,9294.1,36.163813229571986,357.4653846153846,-94.46,1225.26
12710,4,79,75,1130.57,14.311012658227847,282.64250000000004,-18.45,718.96
12712,17,142,59,4241.63,29.8706338028169,249.50764705882352,-71.9,776.0500000000001
12713,1,38,38,848.55,22.330263157894734,848.55,848.55,848.55
12714,5,259,216,4708.86,18.18092664092664,941.7719999999999,513.26,1319.16
12715,1,21,20,353.86,16.85047619047619,353.86,353.86,353.86
12716,2,69,60,1053.49,15.267971014492753,526.745,375.59000000000003,677.9
12717,3,56,49,980.98,17.517500000000002,326.99333333333334,-50.0,609.74
12718,1,19,19,238.25,12.539473684210526,238.25,238.25,238.25
12719,3,42,34,608.1,14.47857142857143,202.70000000000002,-36.85000000000001,361.35
12720,29,359,211,5713.28,15.914428969359331,197.00965517241377,-29.75,498.32
12721,7,164,134,2628.98,16.030365853658537,375.56857142857143,-27.15,614.3199999999999
12722,6,57,50,904.33,15.865438596491229,150.72166666666666,-46.65,580.08
12723,5,69,53,725.07,10.508260869565218,145.01399999999998,19.259999999999998,329.12
12724,4,53,47,1031.41,19.460566037735852,257.8525,125.46000000000001,542.8100000000001
12725,1,24,24,427.8,17.825,427.8,427.8,427.8
12726,7,124,57,2609.1,21.041129032258063,372.7285714285714,170.28,784.46
12727,9,141,109,3947.7,27.99787234042553,438.6333333333333,-18.0,919.66
12728,4,46,38,836.33,18.18108695652174,209.08249999999998,164.05,252.54
12729,1,26,26,453.01,17.423461538461538,453.01,453.01,453.01
12731,14,277,109,18793.41,67.84624548736463,1342.3864285714285,-86.0,3174.4300000000003
12732,1,12,12,236.26000000000002,19.688333333333336,236.26000000000002,236.26000000000002,236.26000000000002
12733,1,22,22,383.95,17.452272727272728,383.95,383.95,383.95
12734,1,4,4,110.39999999999999,27.599999999999998,110.39999999999999,110.39999999999999,110.39999999999999
12735,2,43,38,779.5699999999999,18.12953488372093,389.78499999999997,319.77,459.8
12736,1,4,4,234.0,58.5,234.0,234.0,234.0
12738,1,11,11,155.35,14.122727272727273,155.35,155.35,155.35
12739,2,38,38,1013.04,26.658947368421053,506.52,37.5,975.54
12740,1,27,27,427.6,15.837037037037037,427.6,427.6,427.6
12743,2,134,114,546.43,4.077835820895522,273.21500000000003,199.08,347.35
12744,10,229,178,9120.39,39.82703056768559,912.039,-6068.0599999999995,6068.0599999999995
12747,11,103,42,4196.01,40.737961165048546,381.4554545454546,301.70000000000005,675.38
12748,224,4642,1769,29072.1,6.262839293408013,129.7861607142857,-1829.84,2026.7
12749,8,231,160,3868.2,16.745454545454546,483.52500000000003,-125.78,1866.43
12750,1,15,15,275.88,18.392,275.88,275.88,275.88
12752,1,53,53,4366.78,82.3920754716981,4366.78,4366.78,4366.78
12753,11,230,132,21024.01,91.40873913043478,1911.2736363636361,-116.92999999999999,5735.24
12754,5,65,50,2949.12,45.37107692307692,589.824,-45.57,2949.12
12755,4,6,5,2203.2,367.2,550.8,-1591.1999999999998,3794.3999999999996
12756,1,4,4,112.07999999999998,28.019999999999996,112.07999999999998,112.07999999999998,112.07999999999998
12757,19,377,237,4227.7,11.214058355437665,222.51052631578952,-1241.98,1578.8700000000001
12758,2,97,84,2791.59,28.779278350515465,1395.795,1221.4,1570.19
12759,3,95,81,1531.44,16.12042105263158,510.48,444.8,637.72
12762,2,69,62,1898.52,27.51478260869565,949.26,461.59,1436.93
12763,2,18,16,494.08,27.448888888888888,247.04,174.0,320.08
12764,1,45,45,1693.88,37.64177777777778,1693.88,1693.88,1693.88
12766,7,310,205,6989.63,22.547193548387096,998.5185714285715,686.48,1319.01
12769,1,32,32,1143.6,35.7375,1143.6,1143.6,1143.6
12770,1,12,12,1351.45,112.62083333333334,1351.45,1351.45,1351.45
12772,1,55,55,892.47,16.226727272727274,892.47,892.47,892.47
12775,6,67,47,1351.24,20.16776119402985,225.20666666666668,-34.8,419.8
12778,7,51,40,804.23,15.76921568627451,114.89,-18.0,171.93
12779,12,159,88,3868.7,24.331446540880503,322.39166666666665,-53.91,981.95
12781,5,30,25,707.72,23.590666666666667,141.544,-57.51,549.26
12782,6,107,81,2273.32,21.245981308411217,378.8866666666667,-57.6,683.9300000000001
12783,8,86,76,1603.87,18.649651162790697,200.48375,-339.02,642.01
12784,2,59,54,574.42,9.73593220338983,287.21,56.0,518.42
12785,2,15,14,305.71,20.380666666666666,152.855,-6.24,311.95
12787,3,20,17,463.66,23.183,154.5533333333333,119.0,186.56
12789,1,4,4,91.85,22.9625,91.85,91.85,91.85
12790,1,21,21,324.92,15.472380952380954,324.92,324.92,324.92
12791,1,2,2,192.60000000000002,96.30000000000001,192.60000000000002,192.60000000000002,192.60000000000002
12792,1,25,25,400.53999999999996,16.0216,400.53999999999996,400.53999999999996,400.53999999999996
12793,2,24,21,545.48,22.728333333333335,272.74,131.8,413.68
12794,2,45,43,860.41,19.12022222222222,430.205,317.0,543.41
12795,1,14,14,430.48,30.74857142857143,430.48,430.48,430.48
12797,3,17,13,194.18,11.42235294117647,64.72666666666667,-45.0,254.03
12798,3,8,6,6977.04,872.13,2325.68,1607.04,3651.6
12802,2,26,25,412.58,15.868461538461538,206.29,-15.0,427.58
12808,3,28,27,483.65000000000003,17.273214285714285,161.21666666666667,129.4,202.3
12809,2,26,25,484.36,18.62923076923077,242.18,-4.95,489.31
12811,3,31,27,514.85,16.608064516129033,171.61666666666667,27.0,247.60000000000002
12812,1,15,15,229.64000000000001,15.309333333333335,229.64000000000001,229.64000000000001,229.64000000000001
12814,1,2,2,125.92,62.96,125.92,125.92,125.92
